model,use_cache,generated_tokens,elapsed_seconds,tokens_per_sec,mem_rss_before_bytes,mem_rss_after_bytes
distilgpt2,True,50,3.8817690769992623,12.880725001460334,380567552,712966144
distilgpt2,True,50,2.501111593001042,19.99111120827913,712966144,712966144
distilgpt2,True,50,2.543852507998963,19.655227589956006,712966144,712966144
distilgpt2,False,50,2.3433070169994608,21.337366225286008,712966144,712966144
distilgpt2,False,50,2.4458828599999833,20.442516204557865,712966144,712966144
distilgpt2,False,50,2.4866492949986423,20.107379074549915,712966144,712966144
